value(t),predict(t),value(t-1),value(t-2),trend(t-1),trend(t-2)
0.712464258,0,1.197668842,2.235595755,0,0
0.892734607,0,0.712464258,1.197668842,0,0
1.407365174,0,0.892734607,0.712464258,0,0
1.231522506,0,1.407365174,0.892734607,0,0
1.04893065,0,1.231522506,1.407365174,0,0
1.286763146,0,1.04893065,1.231522506,0,0
1.789683599,0,1.286763146,1.04893065,0,0
1.10015263,0,1.789683599,1.286763146,0,0
1.285247486,0,1.10015263,1.789683599,0,0
1.285241438,0,1.285247486,1.10015263,0,0
1.052256271,0,1.285241438,1.285247486,0,0
0.793386041,0,1.052256271,1.285241438,0,0
1.49386043,0,0.793386041,1.052256271,0,0
1.341480158,0,1.49386043,0.793386041,0,0
1.512259119,0,1.341480158,1.49386043,0,0
1.965190702,0,1.512259119,1.341480158,0,0
2.340565488,0,1.965190702,1.512259119,0,0
2.293760035,0,2.340565488,1.965190702,0,0
2.960419236,0,2.293760035,2.340565488,0,0
3.27060546,0,2.960419236,2.293760035,0,0
3.028168972,0,3.27060546,2.960419236,0,0
3.044828511,0,3.028168972,3.27060546,0,0
2.764570595,0,3.044828511,3.028168972,0,0
1.601082266,0,2.764570595,3.044828511,0,0
1.874484127,0,1.601082266,2.764570595,0,0
2.485243778,0,1.874484127,1.601082266,0,0
2.767511164,0,2.485243778,1.874484127,0,0
2.797886082,0,2.767511164,2.485243778,0,0
3.342978611,0,2.797886082,2.767511164,0,0
2.492585556,0,3.342978611,2.797886082,0,0
1.884670056,0,2.492585556,3.342978611,0,0
1.279493654,0,1.884670056,2.492585556,0,0
1.287793106,0,1.279493654,1.884670056,0,0
1.266283166,0,1.287793106,1.279493654,0,0
1.515864041,0,1.266283166,1.287793106,0,0
1.280262072,0,1.515864041,1.266283166,0,0
2.953037363,0,1.280262072,1.515864041,0,0
4.327243078,0,2.953037363,1.280262072,0,0
4.297241318,0,4.327243078,2.953037363,0,0
4.28366937,0,4.297241318,4.327243078,0,0
4.511092542,0,4.28366937,4.297241318,0,0
3.459267292,0,4.511092542,4.28366937,0,0
1.859227712,0,3.459267292,4.511092542,0,0
1.574420423,0,1.859227712,3.459267292,0,0
1.56382984,0,1.574420423,1.859227712,0,0
1.857848317,0,1.56382984,1.574420423,0,0
1.234302517,0,1.857848317,1.56382984,0,0
2.091823429,0,1.234302517,1.857848317,0,0
2.725181211,0,2.091823429,1.234302517,0,0
3.708422785,0,2.725181211,2.091823429,0,0
4.402940606,0,3.708422785,2.725181211,0,0
4.695037274,0,4.402940606,3.708422785,0,0
4.331041341,0,4.695037274,4.402940606,0,0
3.648533674,0,4.331041341,4.695037274,0,0
3.609667992,0,3.648533674,4.331041341,0,0
2.611553201,0,3.609667992,3.648533674,0,0
2.592872988,0,2.611553201,3.609667992,0,0
2.302855882,0,2.592872988,2.611553201,0,0
2.94182886,0,2.302855882,2.592872988,0,0
1.772882072,0,2.94182886,2.302855882,0,0
1.783332275,0,1.772882072,2.94182886,0,0
1.492260389,0,1.783332275,1.772882072,0,0
1.280757377,0,1.492260389,1.783332275,0,0
1.306708441,0,1.280757377,1.492260389,0,0
1.537812822,0,1.306708441,1.280757377,0,0
1.82951542,0,1.537812822,1.306708441,0,0
1.83842174,0,1.82951542,1.537812822,0,0
2.064697547,0,1.83842174,1.82951542,0,0
1.441920481,0,2.064697547,1.83842174,0,0
1.436809776,0,1.441920481,2.064697547,0,0
0.917287243,0,1.436809776,1.441920481,0,0
0.912770933,0,0.917287243,1.436809776,0,0
1.857094849,0,0.912770933,0.917287243,0,0
1.871738483,0,1.857094849,0.912770933,0,0
2.473111416,0,1.871738483,1.857094849,0,0
2.472576799,0,2.473111416,1.871738483,0,0
2.245390805,0,2.472576799,2.473111416,0,0
1.294067648,0,2.245390805,2.472576799,0,0
1.277982235,0,1.294067648,2.245390805,0,0
0.95903858,0,1.277982235,1.294067648,0,0
1.167196871,0,0.95903858,1.277982235,0,0
1.993934307,0,1.167196871,0.95903858,0,0
2.281130031,0,1.993934307,1.167196871,0,0
3.230957837,0,2.281130031,1.993934307,0,0
2.723974342,0,3.230957837,2.281130031,0,0
3.023397099,0,2.723974342,3.230957837,0,0
2.415654684,0,3.023397099,2.723974342,0,0
1.908644991,0,2.415654684,3.023397099,0,0
0.95822156,0,1.908644991,2.415654684,0,0
1.178094947,0,0.95822156,1.908644991,0,0
1.189366487,0,1.178094947,0.95822156,0,0
1.487332137,0,1.189366487,1.178094947,0,0
1.487257811,0,1.487332137,1.189366487,0,0
1.261509346,0,1.487257811,1.487332137,0,0
1.565853372,0,1.261509346,1.487257811,0,0
1.275460216,0,1.565853372,1.261509346,0,0
0.986262603,0,1.275460216,1.565853372,0,0
0.98604614,0,0.986262603,1.275460216,0,0
1.839662834,0,0.98604614,0.986262603,0,0
