id,Topic,Time,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,Trend,predict,Max_LogisticRegression_predict,Max_DecisionTree_predict,Max_GaussianProcess_predict,Max_KNeighbors_predict,Max_MLP_predict,Max_LinearSVC_predict,Max_PassiveAgressive_predict,Max_BernoulliNB_predict,Max_BaggingAndKNeighbours_predict,Max_GaussianNB_predict,Max_NearestCentroid_predict,Max_RandomForest_predict,Max_AdaBoostDecisionTree_predict,Max_ExtraTree_predict,Max_SGD_predict,Max_LabelPropagation_predict,Max_GradientBoosting_predict,Max_Ridge_predict
232,#got7,20171011-032000,2.053471565,1.621745978,2.06257141,3.004056969,2.793037242,2.78351523,2.783852687,1.908335631,0.59939829,0.788099242,0.988108156,0.981158549,0.977512437,0.976985093,0.77996658,0.578994854,0.76085846,1.181407252,1.18212353,1.041441923,1.240456633,0.914738043,0.500797223,0.649754839,1.034855326,0.869465085,1.248293733,2.278079462,2.287525837,2.078965481,2.533905595,2.151622195,1.596231826,1.844279743,1.669797743,1.214694124,1.629132826,1.180078934,1.188655112,1.362874974,1.361746418,0.947307716,0.768048542,0.352304179,0.58063846,1.068890653,1.071745061,1.24306985,1.908755914,1.91006708,1.415755321,2.341278126,3.094705258,3.352310249,4.741751602,4.718363545,4.195547384,4.437273453,3.519531863,2.386331331,2.410750829,2.009259819,1.250629267,1.655581227,1.664742289,1.675443423,1.851195529,2.115401319,1.706158267,1.431613629,1.436638235,2.193245904,2.168297531,3.091066363,3.103984878,3.088925123,2.807793616,2.161008865,1.411228529,1.00133052,1.000854351,0.992735044,0.993157319,1.009250931,1.448118168,1.457734703,1.245079089,1.442942139,1.704382706,1.995725627,2.271338391,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
233,#got7,20171011-141600,1.733184851,1.780017462,2.722753394,2.718931476,2.735605223,2.75126335,1.79601328,0.853277348,0.853277348,0.422937356,0.004095381,0.004095381,0.466857658,0.913702498,2.653881777,3.715203229,4.177954834,3.715192558,3.737798226,2.465049529,1.404040908,0.941289303,0.942351727,0.966795504,0.980349726,2.13407104,2.138283167,3.28045691,2.787689708,3.430952494,3.40961588,3.406514159,7.233490233,7.511867093,7.140018465,9.102301141,9.415327929,8.020123642,11.74553131,11.6862778,11.03691755,11.08205405,7.509033085,3.838828432,3.478370017,1.030674608,1.017243848,1.366741508,1.034021538,1.019467081,1.361492657,1.782763123,1.764283753,2.097102881,2.108156441,2.102739441,1.675876902,9.872791717,12.48071077,14.25402341,15.88882758,15.54857672,7.018656627,4.710151109,2.892108243,1.575819315,1.854509968,3.28557398,4.095689375,4.082863865,4.432134777,5.162406018,4.001320555,3.160791122,3.149988911,2.758961874,1.750756483,1.481111683,1.147275486,1.155619765,0.813444456,1.083880343,1.083546594,0.813910917,0.543055301,0.90054626,2.424279205,4.413772682,7.501465419,8.341637085,10.18126741,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,0,1000,1000,1000,1000,1000,1000,1000
234,#got7,20171012-000800,2.187885149,2.881986576,2.326964561,2.305072012,2.839326751,2.315120214,1.070555467,1.073601475,1.841611497,2.579072909,3.853960323,5.094967902,5.680335934,4.972768235,4.281291685,3.594891942,2.353884364,1.765470322,1.171898535,1.166972792,0.58198875,1.160544212,1.729403284,2.298262356,1.719777234,1.716273606,1.137718144,0.568859072,2.11E-14,2.11E-14,0.568859072,1.142562924,1.142562924,1.142562924,1.716266777,1.716266777,1.142562924,1.153453337,1.155115906,0.581412053,0.012552981,0.01424515,1.415653193,2.819967716,2.821721368,3.458965849,4.083035067,2.670736613,1.26475952,1.264857837,1.259066436,1.264758128,1.264758128,1.919962658,1.922526063,1.291072983,1.314918212,2.813288691,2.807195562,3.458078499,3.458078499,2.804738468,1.308363628,0.661286243,0.005987934,0.667382106,1.320319516,1.986020389,1.988659314,2.650053486,3.493798101,4.35861878,3.690922268,4.335360727,3.673966555,2.788002247,1.923307149,2.560638756,1.911527356,1.911527356,1.292352877,0.639183574,0.006226615,0.006226615,0.008184894,0.008184894,0.008328565,25.33738693,58.27000694,82.11443061,82.82448686,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1,1,1000,1000,1000,1000,1000,1000
235,#got7,20171012-031000,96.81487759,73.34525622,41.04832892,19.2300548,19.94928203,9.384545197,7.552744511,8.010824494,6.409231489,5.126768197,1.807486965,2.253098598,1.981481374,1.564735,1.4283844,1.50125143,1.16996155,0.792138064,1.628933503,1.677165494,1.963377948,2.264797166,1.979353592,1.286812537,1.87269929,1.654221621,2.145966866,10.61708119,10.98591194,13.21419021,13.52161693,12.77629274,5.530260368,5.710077255,3.214689131,2.779972317,2.592353946,2.057873157,2.265393838,2.547596535,2.572462098,2.660084829,1.856772679,1.037023947,0.644856071,0.755210519,0.718256012,0.726913944,1.029210428,0.79148684,0.59375199,0.538231344,0.627362646,0.331632416,0.303066626,0.272147143,0.674334164,4.403754924,6.375957944,6.553054628,6.813555229,7.01361761,3.736896814,2.287659229,2.572486615,2.827267554,2.287099641,2.374541995,1.770142784,1.354988236,0.878033848,1.19167832,0.60570019,0.812856934,0.896735276,0.874801851,0.513734488,0.573965319,0.393684535,0.446932663,0.558193836,0.559068459,0.442397482,0.441252198,0.438255146,0.434938818,0.485360835,0.592270792,0.55218383,0.544052817,0.52504575,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000
236,#got7,20171012-061200,0.475939828,0.328209638,0.349893775,0.330252436,0.198019093,0.367803901,0.388589361,0.387972757,0.23382654,0.321512118,0.220922782,0.254766354,0.360065231,0.449210398,0.52744442,0.529491222,0.49725332,0.393792557,0.360477838,0.218025317,0.221144425,0.254465572,0.28720232,0.403980273,0.510522337,0.817889935,6.011737811,7.39239775,8.343571344,8.413597977,8.087129026,2.945748385,2.079065118,0.985667569,0.848581197,1.097681436,1.163644046,0.690658692,0.85850967,0.903601986,0.86998119,0.809546285,0.956243766,0.829223548,0.831707072,0.542867283,0.787012099,0.800642,0.887964385,0.887496218,0.957639629,0.668097271,0.669019025,0.991775427,1.14092494,5.748869994,10.35707841,14.87293296,15.94184398,16.05631462,11.66416038,7.302277227,2.725451078,1.518627759,1.346840943,1.119323139,0.988607739,0.863537383,1.021583864,0.882445243,0.826883571,0.980264705,1.244067993,0.847789234,1.119281818,1.306232302,1.207284809,1.018055484,0.939554902,0.796061487,0.606091197,0.471642004,0.468356218,0.504935985,0.416933209,1.064795815,7.160663278,8.883718802,9.375154977,9.858840105,10.81714625,0,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
237,#got7,20171012-091400,5.124010454,4.209437142,4.001031974,3.445888023,2.32181114,1.839536879,0.936864714,0.792643888,0.801469365,0.340498462,0.410615639,0.361777193,0.386554532,0.363133613,0.500656285,0.76597035,1.127279711,1.025225026,1.076050227,0.934944436,0.614998803,0.377697622,0.319863626,0.268224509,0.467708712,3.271585203,4.177110084,5.546909288,5.750356101,5.899029944,3.689440151,2.702491127,1.508271745,1.464726762,1.338454359,0.884496117,0.960839316,0.782100609,0.643635356,0.443592579,0.41035949,0.409549522,0.464904027,0.465543479,0.606637445,0.579520962,0.460235543,0.381028988,0.341872928,0.281411277,0.20058673,0.265870022,0.265480038,0.283123474,2.71985463,4.157665263,4.272534384,5.963633242,6.299305315,3.867000671,3.195146778,3.371500764,1.682056416,1.51183602,1.604201181,0.869714789,0.706636155,0.823311042,0.659679776,0.569669008,0.567831978,0.392056966,0.304184321,0.516544846,0.461169628,0.435115829,0.461348572,0.555530692,0.489034246,0.582225998,0.583505636,0.584580429,0.439325507,0.273909087,0.15530123,4.473643289,11.74521679,17.37178028,18.48829134,18.9713854,15.30796114,0,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1,1000,1000,1000
238,#got7,20171012-121600,8.392469299,2.970265207,2.669487907,2.233563994,1.619299273,1.367363639,1.292233754,0.616567742,0.728357554,0.703976519,0.572350847,0.688269929,0.564393206,0.77749685,1.040424051,1.193124567,1.014714655,1.139029362,0.758031262,0.471455305,0.338161592,0.313196168,0.210135494,0.189647488,6.05293227,6.413661795,6.771860481,8.197739227,8.294173645,3.011984601,2.617223883,2.466218664,1.184917494,1.271611616,0.691274149,0.71499365,0.529232027,0.576311691,0.430914398,0.539667574,0.544418756,0.492461207,0.33831316,0.31484477,0.200816037,0.262153417,0.613936237,0.590378581,0.774844141,0.884294817,0.884094988,0.553705273,0.571962223,0.38197024,5.877659096,6.664364957,7.542877431,8.20579652,8.497490291,3.076517683,2.312723841,1.919711859,1.22778739,1.024967117,1.123843638,1.176306493,0.806167495,0.930660588,0.82947852,0.637028841,0.469396229,0.462909588,0.399004537,0.413288069,0.333905132,0.453085664,0.410846436,0.370549916,0.369717995,0.325735263,0.266245196,0.208436501,0.173390701,0.158170431,0.166331936,0.180223687,0.129979157,0.202067588,0.248326477,0.384568581,0.346337754,0,0,0,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
239,#got7,20171012-151600,0.346337754,0.353551953,0.359380899,0.384512104,0.274597888,0.239299165,0.30745451,0.242405338,0.326412351,0.330525964,0.367356861,0.298052137,0.275797124,0.148675588,0.258025408,0.284613576,0.35874353,0.359747358,0.385389684,0.329208363,0.358251953,0.28508566,0.284828106,0.285159702,0.194741762,0.181237177,0.192412393,0.220651697,0.213209378,0.262697504,0.205338754,0.237534415,0.248971585,0.19162374,0.170122149,0.179099221,0.143772851,0.198323281,0.397735003,0.368608417,0.408519495,0.383878063,0.342466015,0.215829638,0.216176038,0.21770116,0.389442473,0.39353885,0.320559236,0.395654393,0.323586828,0.230801062,0.189534016,0.268255555,0.293219545,0.304860096,0.236236745,0.245909912,0.321118486,0.269254012,0.312247518,0.305816868,0.357035827,0.27133903,0.228504684,0.282745866,0.505073401,0.525446798,0.462003554,0.459941457,0.464605369,0.241252092,0.271059189,0.39652597,0.547919793,0.436475846,0.602735672,0.816662203,0.857047396,0.705346598,0.892513427,0.891046062,0.708608322,0.737666778,0.942996622,0.948580858,0.979498233,0.806321514,1.111592257,1.396515358,2.035571036,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
240,#got7,20171014-041600,2.30E-14,2.30E-14,0.003550821,0.874113547,1.755347073,1.755347073,1.755347073,1.751796252,0.881233526,2.30E-14,2.30E-14,0.003550821,0.003550821,0.003550821,0.003550821,0.003550821,2.30E-14,2.30E-14,2.30E-14,2.30E-14,2.30E-14,2.30E-14,2.30E-14,2.30E-14,2.30E-14,2.30E-14,2.30E-14,2.30E-14,0.003637956,0.007366109,0.007366109,0.011187658,0.011187658,0.007549701,0.003821549,0.003821549,2.30E-14,2.30E-14,2.30E-14,0.003918296,0.003918296,0.007936845,0.007936845,0.007936845,0.929246616,1.866425911,1.866425911,1.866425911,1.870548386,0.945320319,0.008141024,0.004122475,0.004122475,2.31E-14,2.31E-14,2.31E-14,2.31E-14,2.31E-14,2.31E-14,2.31E-14,2.31E-14,0.93692201,1.886077987,1.886077987,1.886077987,1.886077987,0.949155977,2.32E-14,0.004122475,0.004122475,0.004122475,0.004122475,0.004122475,2.32E-14,2.32E-14,0.93692201,1.886077987,2.811306055,3.748485349,3.748485349,2.811563339,2.776206259,2.776454982,1.839275688,2.741901558,3.655940987,3.633842813,83.46005008,107.7892074,123.7648519,130.9731191,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1000
241,#got7,20171014-071800,135.5738675,55.05392528,31.25097428,15.8512093,9.4348949,7.042302679,7.766169408,8.026977151,8.074726073,7.344019689,4.404193833,4.080386363,3.677110833,2.428951288,1.870825053,1.938895943,2.037569153,2.034218032,1.976926439,2.26554327,2.716146034,2.365270691,9.474715092,27.33782469,39.19572586,39.81573008,41.65569059,37.03834886,19.2758472,9.815221821,9.023900295,7.065173164,4.592322987,4.593178726,1.605823012,1.154972207,1.84241352,1.586898611,1.349656969,1.316251445,1.408153827,0.550264418,0.441084024,0.437965004,0.444572455,0.383099369,0.373952259,0.372143163,0.601633823,0.645359839,0.559116548,0.514746559,0.563731459,6.126312097,9.626885203,12.42711875,12.98597273,14.24435086,8.95123321,5.892628755,3.364465062,3.237513407,2.025545007,1.449014052,0.878640656,0.633694143,0.250711135,0.165070067,0.381381486,0.450979768,0.713188114,0.648600278,0.651748323,0.673858445,0.649236777,0.567894435,0.68241434,0.980160745,1.410800992,1.56185394,1.373799257,1.438653227,1.626921795,6.912999405,8.57499301,9.840160529,10.25715958,9.943786896,3.997236224,2.606815197,1.360326949,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
242,#got7,20171014-102000,0.889154797,1.007664624,1.088571945,0.635029489,0.870611998,1.062075679,1.134028257,1.040343861,1.061372107,0.786533266,0.4658185,0.235076163,0.354852103,0.407152436,0.424607252,0.472101328,0.311141385,0.208482662,0.181252706,0.25503462,0.207713193,0.228988045,0.234977432,0.220317532,0.144635584,0.145116115,0.12650049,0.124086041,0.16014187,0.195932419,0.202248807,0.207201335,0.239835763,0.210645875,0.286878946,0.319380545,0.294435373,0.412173951,0.41168297,0.415097188,0.416363539,0.44176628,0.296322949,0.297897748,0.192448831,0.268989228,0.551826938,0.661231106,0.738580314,0.772331757,0.637965005,0.389050605,0.308807246,0.178912483,0.123676753,0.151008181,0.124197111,0.07013354,0.159463872,0.379782878,0.503024205,0.628192547,0.730407458,0.742899282,0.685165556,0.535258897,0.378326212,0.275780891,0.22003475,0.102141529,0.151003968,0.340030557,0.393926742,0.391371972,0.393610567,0.398957342,0.405669669,0.477392252,0.429562145,0.379225319,0.380634711,0.309999896,0.20048599,0.534609891,0.578109701,0.712883444,1.006480716,1.145546646,1.403996429,1.366640185,1.185818265,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,0,1000
243,#got7,20171014-132200,0.772348786,0.625326253,0.042275443,0.04090649,0.468374233,1.122087185,1.558060193,1.728044438,1.933000537,1.683110839,1.024341279,0.78231718,0.603115261,0.617525814,0.644311776,0.645783918,0.995833652,1.532751684,1.30982883,1.096720108,1.685235621,56.17467769,76.73201562,107.5856091,121.472276,124.6230839,74.32810388,56.53605259,27.98100537,14.12724826,11.47742056,7.028306893,3.912426473,1.676831492,1.854670353,1.074247618,1.143856657,1.224929478,1.764236661,1.616883373,1.636798877,1.502980318,1.240210685,0.846745191,0.804550049,0.628768931,0.632060957,0.749211889,0.600254718,0.774532505,0.656522354,0.519384336,0.494158267,0.523406616,0.576436235,0.630102306,0.652725426,0.64606585,0.555366617,0.485384821,0.512510255,0.407906268,0.317098978,0.317092158,0.201450646,0.122391426,0.16749606,0.16744782,0.183460705,0.23570304,0.311916277,0.265143149,0.408972002,0.454883596,0.355079938,0.27718819,0.298359566,0.242155562,0.266424027,0.391214767,0.391047994,0.440413651,0.521976829,0.604924322,0.631996115,0.7072581,0.620409896,0.467488028,0.335583021,0.25292492,0.177639695,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,0,1000,1000,0,1000,1000
244,#got7,20171016-051000,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,2.48E-15,0.96114068,1.935110766,1.935110766,1.935110766,1.935110766,0.973970086,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,0.948889741,1.910306023,1.910306023,1.910306023,2.847228033,2.835260303,1.873844021,1.873844021,1.873844021,0.93692201,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.44E-15,0.93692201,1.886077987,1.886077987,1.886077987,1.886077987,0.949155977,2.33E-15,2.33E-15,2.33E-15,2.33E-15,2.33E-15,2.33E-15,2.33E-15,2.33E-15,2.099073474,100.2064126,134.4158725,154.6828922,1,1000,1000,1000,1000,1000,1000,1,1000,1000,1000,1000,1000,1000,1000,1000,1,1000,1000,1
245,#got7,20171016-081200,162.7942804,163.3918284,70.93812415,37.0448094,16.87573402,11.28742779,10.15969942,7.743547657,7.607302724,8.072281979,7.363468849,7.146020965,4.835913053,5.069437857,4.843024273,3.546804899,2.645196776,1.776128116,1.507618925,1.475271806,1.599341232,1.635567189,1.924802971,2.519604968,2.380505501,1.740285278,15.86618119,21.40547902,22.77763566,23.64811622,23.68916968,9.400947613,4.124026635,2.14241697,1.170990952,1.187894109,0.941972486,0.522070072,0.511555789,0.678859565,0.671367441,0.750525964,1.032482275,1.29950548,1.112115224,1.102379986,1.144568242,0.753456915,0.730959289,1.064491778,1.053782629,1.043895952,1.045011236,0.862638686,0.566953554,0.77431486,1.06254203,14.67515489,17.87415491,21.46488768,21.889668,22.83327505,9.27662447,6.631746805,3.080280212,3.029915308,2.017697858,1.898182085,1.235082538,1.788295305,1.185397228,1.224803471,1.329126715,1.356810809,0.746172241,0.772046604,0.359215318,0.307272707,0.241918675,0.273639174,0.256822314,0.306308977,0.442604289,0.447222559,0.491516794,0.535704901,2.771406153,2.565292103,2.913848519,2.793793093,3.28715765,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000
246,#got7,20171016-111400,1.050805066,1.070280395,0.770463031,0.919485772,0.583600532,0.788140094,0.769361969,0.794445562,0.64125128,0.43826991,0.186768792,0.296339697,0.182674457,0.30221984,0.476165865,0.49778769,0.445966386,0.504905196,0.406465533,0.273788678,0.230816432,0.307933061,0.30903131,0.332142928,0.308898397,2.191537593,2.958942612,2.939330208,4.20884102,4.251465126,2.7857382,2.267720059,2.31871439,1.51528418,1.643047975,1.22842343,1.139037746,1.150754791,0.659496066,0.467759936,0.506001653,0.266457325,0.219263387,0.218597067,0.238321747,0.390944535,0.349033415,0.371698789,0.353079222,0.398035981,0.244903082,0.309666312,0.231041043,0.29523596,0.481524584,0.721387953,0.786539044,0.794737135,0.72787449,0.496795598,0.248930987,0.232752025,0.302073451,0.333640779,0.299200993,0.33433609,0.251962937,0.194332235,0.174540278,0.174710005,0.0919053,0.333650673,0.688199368,0.754758533,0.754602745,0.885788903,0.725442137,0.442566012,0.410773559,0.469953851,0.399540133,0.537864103,0.446600554,0.482074079,0.642706737,5.46455589,6.247365845,8.73392958,8.820873329,9.151986556,4.801200369,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
247,#got7,20171016-141600,3.77161785,1.667125687,1.719967664,1.634075568,1.524066586,1.880881348,1.929330201,1.942645257,1.602946632,1.238811319,0.991877222,0.903158451,0.656292426,0.5557916,0.59205597,0.555524246,0.23821888,0.33043382,0.438070526,0.476308501,0.646192228,0.646373627,0.815018487,0.681971619,0.580652256,0.3476964,0.324588132,0.202332811,0.237521045,0.331665969,0.517703586,0.552292197,0.598340294,0.688038721,0.694625876,0.565564596,0.56844499,0.46850804,0.490667097,0.400084131,0.402339687,0.401236711,0.354695076,0.363357903,0.476077667,0.38734914,0.390838028,0.394197487,0.281449271,0.171349171,0.330957214,0.333015803,0.453202961,0.63887144,0.594922605,0.480113522,0.481757647,0.363551238,0.134927458,0.179926631,0.134962419,0.089588827,0.045267582,0.045191417,0.000242876,0.000273124,0.000244545,0.047421785,0.094254445,0.094224299,0.09437565,0.094362631,0.047222249,0.112149753,0.159842044,0.208377314,0.257730575,0.306766686,0.245052229,0.246677479,0.24976508,0.250558622,0.201693195,0.15202123,0.106255359,0.060758318,0.01541013,0.117483479,0.197943784,0.316978281,0.459645356,0,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
248,#got7,20171211-133600,-1.87E-14,-1.87E-14,0.925228067,1.862407362,1.862407362,1.862407362,1.862407362,0.937179295,-1.85E-14,-1.85E-14,-1.85E-14,-1.85E-14,-1.85E-14,0.913798897,0.922578512,9.266188694,9.682876589,16.35651192,16.21147308,16.90224247,8.578880805,9.805318095,3.832614259,3.771919826,3.766415494,3.751217695,2.802251919,2.101320429,2.073891751,2.067239717,2.062189003,1.368029595,2.901871694,3.770176149,3.082783509,3.082783509,3.082783509,1.54894141,-1.69E-14,-1.69E-14,-1.69E-14,0.002073447,0.002073447,0.002073447,0.669769959,1.343985867,1.34191242,1.34191242,1.34191242,0.674215908,-1.70E-14,-1.70E-14,-1.70E-14,-1.70E-14,-1.70E-14,-1.70E-14,-1.70E-14,-1.70E-14,-1.70E-14,-1.70E-14,0.661394172,1.329194084,1.329194084,1.333912283,1.333912283,0.672518111,0.0047182,0.0047182,-1.71E-14,-1.71E-14,-1.71E-14,-1.71E-14,-1.71E-14,-1.71E-14,-1.71E-14,-1.71E-14,-1.71E-14,-1.71E-14,-1.71E-14,-1.71E-14,-1.71E-14,-1.71E-14,-1.71E-14,15.15524192,32.22958677,41.91493121,47.50934187,51.05315156,38.68902944,22.88334364,13.50778352,0,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1,1000,1000,1,1000
249,#got7,20171211-163800,8.444514675,5.310806951,3.536452688,3.693165858,5.169943514,8.312128903,10.23288252,11.4316928,10.70535064,9.959493232,6.831794603,5.415914092,3.459818258,4.624590059,3.586809289,3.356375477,3.333409583,4.682021555,3.503866945,3.96262302,4.543559738,3.653428482,2.162965864,1.921869801,2.311882057,1.532575409,1.655339476,1.659010967,1.331396245,1.276858343,1.607948016,1.916654597,2.39332646,2.545015361,2.010171001,1.672290996,1.346377489,0.750423693,0.736844625,0.475000813,0.616266199,1.080126545,1.080026897,0.826319892,0.935399581,0.92867712,0.908429025,1.300294462,1.40389581,1.397392004,1.386695421,1.073816897,0.783080536,0.678248576,0.807275543,0.807321427,0.569259177,0.566234946,0.797751701,0.940497181,0.808176087,0.908492556,0.908304879,0.776126374,0.401414833,0.39925677,0.298833756,0.198997344,0.198611271,0.297762609,0.566377183,0.793518177,0.793618654,0.694657883,0.692382793,0.5488489,0.419064933,0.515391465,0.738533133,0.641554041,0.513826765,0.416567179,0.424329863,0.215684931,0.308112788,0.503477045,0.514266877,0.525071565,0.628407249,0.664754571,0.375669417,0,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000
250,#got7,20171211-212600,4.749729827,4.761384831,4.788160198,4.324444208,3.72933707,3.134879982,2.047277896,0.958249739,2.090439969,2.10841425,2.129842767,2.621165191,2.622572117,1.981897344,1.485385306,0.991492694,1.010282632,1.501530429,2.155062478,2.659095215,3.164238358,3.164285538,3.160654166,3.14779689,3.777267151,4.415360175,4.400252889,5.019738897,4.375430001,3.723866331,3.070889556,2.577543302,1.992572793,2.011047,2.71988173,2.758471671,2.756946527,2.741195779,4.883204262,3.732060201,5.044515338,7.527841753,8.824037679,6.181680202,6.61031554,4.771188969,4.596830761,5.855690872,7.477481318,7.403327906,9.664527604,7.802747835,5.179910312,4.563188397,4.615038263,3.344960507,4.52172868,6.321597695,5.685763201,6.236847971,6.099864808,6.573068328,7.558544159,8.647848234,8.05046877,7.530900055,5.817348165,3.354028108,2.584060924,3.018053517,3.919038296,6.149878861,6.607831549,5.934905939,5.793972817,5.230455985,2.614145724,2.880521874,3.927404882,5.092840383,4.618739249,5.656864398,4.452470537,3.973771844,2.371732265,3.478433568,2.694367595,2.986135539,2.396235165,3.398295542,2.362438643,0,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
251,#got7,20171212-002800,2.655747154,3.616743853,5.977198448,7.764995682,8.699826818,8.323694019,6.94517052,4.737613862,2.760883741,1.963298662,1.943525877,2.785114347,3.834033405,4.019953918,4.548927976,5.322755142,4.50191058,5.924594431,5.610496138,5.553014673,5.437970609,5.44392361,2.935272257,2.808856626,2.250638149,2.16121441,2.441218856,3.326733189,3.250103036,3.609104372,3.145481253,3.386983656,2.820735446,3.159324204,2.753152781,3.297365121,2.742189478,3.313676776,2.351892334,2.080372646,1.87796706,1.856453711,1.277888101,1.42367556,1.999281474,1.982851808,1.855086105,1.678118447,2.001738649,1.840018432,1.662724696,1.916633656,1.772130059,1.293883927,1.125357834,1.285125064,1.276721689,1.569513153,1.464424366,1.216809601,0.763064221,0.517463711,0.675896173,1.235771608,1.63226585,1.520266849,1.628396563,1.172650002,0.611514046,0.784555011,0.888944327,1.186001564,1.335841695,1.335466795,0.877341029,1.018262045,0.85761777,1.010708144,1.114513091,1.107130956,0.862395958,0.728579369,0.432268058,0.439106241,0.750933213,0.750163742,0.639314392,0.941728398,0.944599598,0.529007189,0.641711216,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
252,#got7,20171212-033000,0.642940919,0.491258392,0.647237847,0.764712056,0.653591555,0.914806907,0.655545387,0.508363732,0.671991532,1.306905776,1.165992365,1.164503798,1.5195835,1.359366772,0.847591664,1.195777367,2.087851783,2.080058689,2.253567697,2.131884397,1.66389344,1.091241558,0.932129528,1.588523992,1.73306779,2.667187347,2.499397015,2.517534118,2.348153222,2.963620375,2.184616786,2.037835822,2.516717611,2.542397526,1.950843547,1.799987185,2.394567103,2.706832216,2.751260611,3.99415013,4.357322015,4.370357689,3.415174495,3.448735672,2.207846173,2.00675639,1.776280534,1.613057744,0.727184115,0.724685582,1.181564103,1.18798319,1.18672655,1.187213096,1.018044733,1.023718418,0.799132357,0.972860282,1.143958571,1.778103323,2.046646128,2.290431673,2.282129963,2.744633321,2.27208259,1.533506202,1.509609576,1.50966305,1.036537205,1.50592865,1.716444519,1.715307792,1.714297534,1.553335186,1.083428285,0.87421132,1.133851332,1.141008277,1.14171244,1.150389253,1.878789773,2.693826346,3.155807914,3.781520034,4.238919999,3.348438481,2.061751684,1.427657192,0.801240909,0.172742655,0.339994031,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
